run,arm,rec,seed,test_mrr_all,n_all,mrr_interactions,n_interactions,mrr_cue_events,mrr_novel,n_novel,mrr_recurring,n_recurring,mrr_cue_known,mrr_cue_unknown,oracle_permitted,oracle_latent,chance,oracle_permitted_novel,oracle_permitted_recurring
synth_gen_s2_gru_recoff_rel_s44,gru-ordinary,off,44,0.31592003517722955,6000,0.2956431803321935,5810,0.9359649122807017,0.10349682216234563,652,0.31993155286548947,5158,0.2956431803321935,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_gru_recoff_rel_s45,gru-ordinary,off,45,0.29672692146482893,6000,0.27461758957928406,5810,0.9728070175438596,0.08182686225381677,652,0.2989874139717239,5158,0.27461758957928406,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_gru_recoff_rel_s47,gru-ordinary,off,47,0.29319112516996704,6000,0.27315737866909146,5810,0.9058020050125314,0.0869802649435563,652,0.29669120537499466,5158,0.27315737866909146,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_identity_recoff_rel_s43,identity-maps,off,43,0.29713150223585205,6000,0.27423218819537215,5810,0.9973684210526316,0.08808223281471943,652,0.297762581934842,5158,0.27423218819537215,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_identity_recoff_rel_s44,identity-maps,off,44,0.32840057150291074,6000,0.30788641922274207,5810,0.9557017543859649,0.09586578691326544,652,0.3346870109764797,5158,0.30788641922274207,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_identity_recoff_rel_s45,identity-maps,off,45,0.2796845289590329,6000,0.2587390431016978,5810,0.9201754385964911,0.08621844541403498,652,0.2805466099284439,5158,0.2587390431016978,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_identity_recoff_rel_s46,identity-maps,off,46,0.3067056641935082,6000,0.287360984250324,5810,0.8982456140350878,0.08507122130667591,652,0.3129315397833327,5158,0.287360984250324,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_identity_recoff_rel_s47,identity-maps,off,47,0.272543695719798,6000,0.25059016195963074,5810,0.943859649122807,0.0845566502369611,652,0.27157772489937104,5158,0.25059016195963074,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_tsd_recoff_rel_s44,tsd,off,44,0.28811517807541553,6000,0.26727327626835795,5810,0.925438596491228,0.09017281641498866,652,0.2896597632447823,5158,0.26727327626835795,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_tsd_recoff_rel_s45,tsd,off,45,0.2882309479155227,6000,0.26567166164540496,5810,0.9780701754385964,0.08451370006552374,652,0.2885710394953628,5158,0.26567166164540496,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_tsd_recoff_rel_s46,tsd,off,46,0.2932180243790095,6000,0.2715189006782657,5810,0.9567543859649122,0.09062993203816086,652,0.29438427631869774,5158,0.2715189006782657,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
synth_gen_s2_tsd_recoff_rel_s47,tsd,off,47,0.27374290035653465,6000,0.25242525567513613,5810,0.9256140350877193,0.08403548504752428,652,0.27371066289677304,5158,0.25242525567513613,,0.5312532027517639,0.5903251714087494,0.05882352941176471,0.28240564882250857,0.5627089230235504
