run,arm,rec,seed,test_mrr_all,n_all,mrr_interactions,n_interactions,mrr_cue_events,mrr_novel,n_novel,mrr_recurring,n_recurring,mrr_cue_known,mrr_cue_unknown,oracle_permitted,oracle_latent,chance,oracle_permitted_novel,oracle_permitted_recurring
synth_gen_s1r_curonly_recoff_rel_s47,current-only-maps,off,47,0.23909007304806223,9000,0.21521387795856473,8723,0.9909747292418772,0.13884904031490575,5400,0.33930961171594026,3323,0.21447792472881624,0.24379171478861694,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_diag_recoff_rel_s43,diagssm-ordinary,off,43,0.23680000096610015,9000,0.21279376461021457,8723,0.9927797833935018,0.13816941704851882,5400,0.3340611365130605,3323,0.21244573313311038,0.2263081923786815,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_diag_recoff_rel_s46,diagssm-ordinary,off,46,0.23526579978450676,9000,0.21103888548212324,8723,0.9981949458483754,0.1371226051192392,5400,0.3311556215518114,3323,0.21020528690006432,0.24340839389230146,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_diag_recoff_rel_s47,diagssm-ordinary,off,47,0.23696694993688694,9000,0.2127940558789387,8723,0.9981949458483754,0.13745690623631782,5400,0.33521975797648695,3323,0.2123965289656878,0.22823044341448978,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_gru_recoff_rel_s43,gru-ordinary,off,43,0.23736056049718846,9000,0.21392621550017535,8723,0.9753309265944644,0.13615866599008086,5400,0.34030140880577575,3323,0.2124112129958709,0.2727553538408366,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_gru_recoff_rel_s44,gru-ordinary,off,44,0.23063772614284672,9000,0.2064323320251424,8723,0.9928891806148122,0.13177668859716488,5400,0.32775056088794075,3323,0.20538606287579989,0.24706006191559565,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_gru_recoff_rel_s46,gru-ordinary,off,46,0.2378129016623342,9000,0.21372419064095013,8723,0.9963898916967509,0.13769043185703767,5400,0.3372819087971726,3323,0.21337599262226062,0.22724508539408056,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_identity_recoff_rel_s44,identity-maps,off,44,0.23696803407573805,9000,0.21290162537088317,8723,0.9948427024239298,0.13054702040557756,5400,0.3467309563406847,3323,0.21092541181563648,0.28964007319653606,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_nodeframe_recoff_rel_s45,node-frame,off,45,0.2376665383805917,9000,0.21391709795085698,8723,0.9855595667870036,0.1300769641196109,5400,0.35016046920837396,3323,0.21208774467585317,0.2849528068578553,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_nodeframe_recoff_rel_s46,node-frame,off,46,0.23819552473307573,9000,0.21467819875339753,8723,0.9787790428584652,0.13375775118839386,5400,0.34617696999956654,3323,0.2131104293408255,0.2755563315593896,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1r_tsd_recoff_rel_s45,tsd,off,45,0.23255029553185463,9000,0.20892498679200866,8723,0.9765342960288809,0.12889323961096455,5400,0.3389795864843464,3323,0.20702556707033737,0.28268144940886986,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
